	series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
122439	CXU690242LB0103M              	U	EXPEND	HOUSING	690242	LB01	03	M	Smoke alarms (owned home) by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
122440	CXU690242LB0104M              	U	EXPEND	HOUSING	690242	LB01	04	M	Smoke alarms (owned home) by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
122441	CXU690242LB0105M              	U	EXPEND	HOUSING	690242	LB01	05	M	Smoke alarms (owned home) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
122442	CXU690242LB0106M              	U	EXPEND	HOUSING	690242	LB01	06	M	Smoke alarms (owned home) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
122563	CXU690243LB0102M              	U	EXPEND	HOUSING	690243	LB01	02	M	Smoke alarms (owned vacation) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2013	A01
122564	CXU690243LB0103M              	U	EXPEND	HOUSING	690243	LB01	03	M	Smoke alarms (owned vacation) by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
122565	CXU690243LB0104M              	U	EXPEND	HOUSING	690243	LB01	04	M	Smoke alarms (owned vacation) by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
122566	CXU690243LB0105M              	U	EXPEND	HOUSING	690243	LB01	05	M	Smoke alarms (owned vacation) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
122567	CXU690243LB0106M              	U	EXPEND	HOUSING	690243	LB01	06	M	Smoke alarms (owned vacation) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
122688	CXU690244LB0102M              	U	EXPEND	HOUSING	690244	LB01	02	M	Other household appliances (renter) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
122689	CXU690244LB0103M              	U	EXPEND	HOUSING	690244	LB01	03	M	Other household appliances (renter) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
122690	CXU690244LB0104M              	U	EXPEND	HOUSING	690244	LB01	04	M	Other household appliances (renter) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
122691	CXU690244LB0105M              	U	EXPEND	HOUSING	690244	LB01	05	M	Other household appliances (renter) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
122692	CXU690244LB0106M              	U	EXPEND	HOUSING	690244	LB01	06	M	Other household appliances (renter) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
122846	CXU690245LB0102M              	U	EXPEND	HOUSING	690245	LB01	02	M	Other household appliances (owned home) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
122847	CXU690245LB0103M              	U	EXPEND	HOUSING	690245	LB01	03	M	Other household appliances (owned home) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
122848	CXU690245LB0104M              	U	EXPEND	HOUSING	690245	LB01	04	M	Other household appliances (owned home) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
122849	CXU690245LB0105M              	U	EXPEND	HOUSING	690245	LB01	05	M	Other household appliances (owned home) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
122850	CXU690245LB0106M              	U	EXPEND	HOUSING	690245	LB01	06	M	Other household appliances (owned home) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
123004	CXU690310LB0102M              	U	EXPEND	HOUSING	690310	LB01	02	M	Installation of computers by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
123005	CXU690310LB0103M              	U	EXPEND	HOUSING	690310	LB01	03	M	Installation of computers by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
123006	CXU690310LB0104M              	U	EXPEND	HOUSING	690310	LB01	04	M	Installation of computers by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
123007	CXU690310LB0105M              	U	EXPEND	HOUSING	690310	LB01	05	M	Installation of computers by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
123008	CXU690310LB0106M              	U	EXPEND	HOUSING	690310	LB01	06	M	Installation of computers by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
123162	CXU690320LB0102M              	U	EXPEND	ENTRTAIN	690320	LB01	02	M	Installation of televisions by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
123163	CXU690320LB0103M              	U	EXPEND	ENTRTAIN	690320	LB01	03	M	Installation of televisions by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
123164	CXU690320LB0104M              	U	EXPEND	ENTRTAIN	690320	LB01	04	M	Installation of televisions by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
123165	CXU690320LB0105M              	U	EXPEND	ENTRTAIN	690320	LB01	05	M	Installation of televisions by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
123166	CXU690320LB0106M              	U	EXPEND	ENTRTAIN	690320	LB01	06	M	Installation of televisions by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
123320	CXU690330LB0102M              	U	EXPEND	ENTRTAIN	690330	LB01	02	M	Installation of satellite television equipment by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
123321	CXU690330LB0103M              	U	EXPEND	ENTRTAIN	690330	LB01	03	M	Installation of satellite television equipment by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
123322	CXU690330LB0104M              	U	EXPEND	ENTRTAIN	690330	LB01	04	M	Installation of satellite television equipment by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
123323	CXU690330LB0105M              	U	EXPEND	ENTRTAIN	690330	LB01	05	M	Installation of satellite television equipment by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
123324	CXU690330LB0106M              	U	EXPEND	ENTRTAIN	690330	LB01	06	M	Installation of satellite television equipment by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
123478	CXU690340LB0102M              	U	EXPEND	ENTRTAIN	690340	LB01	02	M	Installation of sound systems by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
123479	CXU690340LB0103M              	U	EXPEND	ENTRTAIN	690340	LB01	03	M	Installation of sound systems by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
123480	CXU690340LB0104M              	U	EXPEND	ENTRTAIN	690340	LB01	04	M	Installation of sound systems by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
123481	CXU690340LB0105M              	U	EXPEND	ENTRTAIN	690340	LB01	05	M	Installation of sound systems by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
123482	CXU690340LB0106M              	U	EXPEND	ENTRTAIN	690340	LB01	06	M	Installation of sound systems by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
123636	CXU690350LB0102M              	U	EXPEND	ENTRTAIN	690350	LB01	02	M	Installation of other video equipment or sound systems by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
123637	CXU690350LB0103M              	U	EXPEND	ENTRTAIN	690350	LB01	03	M	Installation of other video equipment or sound systems by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
123638	CXU690350LB0104M              	U	EXPEND	ENTRTAIN	690350	LB01	04	M	Installation of other video equipment or sound systems by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
123639	CXU690350LB0105M              	U	EXPEND	ENTRTAIN	690350	LB01	05	M	Installation of other video equipment or sound systems by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
123640	CXU690350LB0106M              	U	EXPEND	ENTRTAIN	690350	LB01	06	M	Installation of other video equipment or sound systems by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
123794	CXU700110LB0102M              	U	EXPEND	INSPENSN	700110	LB01	02	M	Life, endowment, annuity, and other personal insurance by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
123795	CXU700110LB0103M              	U	EXPEND	INSPENSN	700110	LB01	03	M	Life, endowment, annuity, and other personal insurance by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
123796	CXU700110LB0104M              	U	EXPEND	INSPENSN	700110	LB01	04	M	Life, endowment, annuity, and other personal insurance by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
123797	CXU700110LB0105M              	U	EXPEND	INSPENSN	700110	LB01	05	M	Life, endowment, annuity, and other personal insurance by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
123798	CXU700110LB0106M              	U	EXPEND	INSPENSN	700110	LB01	06	M	Life, endowment, annuity, and other personal insurance by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
123952	CXU710110LB0102M              	U	EXPEND	MISC	710110	LB01	02	M	Finance charges excluding mortgage and vehicle by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2013	A01
123953	CXU710110LB0103M              	U	EXPEND	MISC	710110	LB01	03	M	Finance charges excluding mortgage and vehicle by Income Quintiles: Second 20 percent income quintile		2010	A01	2013	A01
123954	CXU710110LB0104M              	U	EXPEND	MISC	710110	LB01	04	M	Finance charges excluding mortgage and vehicle by Income Quintiles: Third 20 percent income quintile		2010	A01	2013	A01
123955	CXU710110LB0105M              	U	EXPEND	MISC	710110	LB01	05	M	Finance charges excluding mortgage and vehicle by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2013	A01
123956	CXU710110LB0106M              	U	EXPEND	MISC	710110	LB01	06	M	Finance charges excluding mortgage and vehicle by Income Quintiles: Highest 20 percent income quintile		2010	A01	2013	A01
124077	CXU790420LB0102M              	U	EXPEND	ALCBEVG	790420	LB01	02	M	Alcoholic beverages at restaurants, taverns by Income Quintiles: Lowest 20 percent income quintile		2022	A01	2023	A01
124078	CXU790420LB0103M              	U	EXPEND	ALCBEVG	790420	LB01	03	M	Alcoholic beverages at restaurants, taverns by Income Quintiles: Second 20 percent income quintile		2022	A01	2023	A01
124079	CXU790420LB0104M              	U	EXPEND	ALCBEVG	790420	LB01	04	M	Alcoholic beverages at restaurants, taverns by Income Quintiles: Third 20 percent income quintile		2022	A01	2023	A01
124080	CXU790420LB0105M              	U	EXPEND	ALCBEVG	790420	LB01	05	M	Alcoholic beverages at restaurants, taverns by Income Quintiles: Fourth 20 percent income quintile		2022	A01	2023	A01
124081	CXU790420LB0106M              	U	EXPEND	ALCBEVG	790420	LB01	06	M	Alcoholic beverages at restaurants, taverns by Income Quintiles: Highest 20 percent income quintile		2022	A01	2023	A01
124205	CXU790430LB0102M              	U	EXPEND	FOODTOTL	790430	LB01	02	M	School lunches by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
124206	CXU790430LB0103M              	U	EXPEND	FOODTOTL	790430	LB01	03	M	School lunches by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
124207	CXU790430LB0104M              	U	EXPEND	FOODTOTL	790430	LB01	04	M	School lunches by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
124208	CXU790430LB0105M              	U	EXPEND	FOODTOTL	790430	LB01	05	M	School lunches by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
124209	CXU790430LB0106M              	U	EXPEND	FOODTOTL	790430	LB01	06	M	School lunches by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
124363	CXU790600LB0102M              	U	EXPEND	MISC	790600	LB01	02	M	Expenses for other properties by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
124364	CXU790600LB0103M              	U	EXPEND	MISC	790600	LB01	03	M	Expenses for other properties by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
124365	CXU790600LB0104M              	U	EXPEND	MISC	790600	LB01	04	M	Expenses for other properties by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
124366	CXU790600LB0105M              	U	EXPEND	MISC	790600	LB01	05	M	Expenses for other properties by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
124367	CXU790600LB0106M              	U	EXPEND	MISC	790600	LB01	06	M	Expenses for other properties by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
124521	CXU790610LB0102M              	U	ADDENDA	CHGASLI	790610	LB01	02	M	Contractors labor and materials, supplies CU obtained, appliances provided by contractor, and other property by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
124522	CXU790610LB0103M              	U	ADDENDA	CHGASLI	790610	LB01	03	M	Contractors labor and materials, supplies CU obtained, appliances provided by contractor, and other property by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
124523	CXU790610LB0104M              	U	ADDENDA	CHGASLI	790610	LB01	04	M	Contractors labor and materials, supplies CU obtained, appliances provided by contractor, and other property by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
124524	CXU790610LB0105M              	U	ADDENDA	CHGASLI	790610	LB01	05	M	Contractors labor and materials, supplies CU obtained, appliances provided by contractor, and other property by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
124525	CXU790610LB0106M              	U	ADDENDA	CHGASLI	790610	LB01	06	M	Contractors labor and materials, supplies CU obtained, appliances provided by contractor, and other property by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
124679	CXU790611LB0102M              	U	ADDENDA	CHGASLI	790611	LB01	02	M	Dishwasher, disposal, and range hood capital improvement (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
124680	CXU790611LB0103M              	U	ADDENDA	CHGASLI	790611	LB01	03	M	Dishwasher, disposal, and range hood capital improvement (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
124681	CXU790611LB0104M              	U	ADDENDA	CHGASLI	790611	LB01	04	M	Dishwasher, disposal, and range hood capital improvement (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
124682	CXU790611LB0105M              	U	ADDENDA	CHGASLI	790611	LB01	05	M	Dishwasher, disposal, and range hood capital improvement (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
124683	CXU790611LB0106M              	U	ADDENDA	CHGASLI	790611	LB01	06	M	Dishwasher, disposal, and range hood capital improvement (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
124837	CXU790620LB0102M              	U	ADDENDA	CHGASLI	790620	LB01	02	M	Management services and improvements of other properties by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
124838	CXU790620LB0103M              	U	ADDENDA	CHGASLI	790620	LB01	03	M	Management services and improvements of other properties by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
124839	CXU790620LB0104M              	U	ADDENDA	CHGASLI	790620	LB01	04	M	Management services and improvements of other properties by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
124840	CXU790620LB0105M              	U	ADDENDA	CHGASLI	790620	LB01	05	M	Management services and improvements of other properties by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
124841	CXU790620LB0106M              	U	ADDENDA	CHGASLI	790620	LB01	06	M	Management services and improvements of other properties by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
124995	CXU790630LB0102M              	U	ADDENDA	CHGASLI	790630	LB01	02	M	Special assessments (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
124996	CXU790630LB0103M              	U	ADDENDA	CHGASLI	790630	LB01	03	M	Special assessments (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
124997	CXU790630LB0104M              	U	ADDENDA	CHGASLI	790630	LB01	04	M	Special assessments (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
124998	CXU790630LB0105M              	U	ADDENDA	CHGASLI	790630	LB01	05	M	Special assessments (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
124999	CXU790630LB0106M              	U	ADDENDA	CHGASLI	790630	LB01	06	M	Special assessments (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
125153	CXU790640LB0102M              	U	ADDENDA	CHGASLI	790640	LB01	02	M	Property management, security, parking (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
125154	CXU790640LB0103M              	U	ADDENDA	CHGASLI	790640	LB01	03	M	Property management, security, parking (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
125155	CXU790640LB0104M              	U	ADDENDA	CHGASLI	790640	LB01	04	M	Property management, security, parking (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
125156	CXU790640LB0105M              	U	ADDENDA	CHGASLI	790640	LB01	05	M	Property management, security, parking (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
125157	CXU790640LB0106M              	U	ADDENDA	CHGASLI	790640	LB01	06	M	Property management, security, parking (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
125311	CXU790690LB0102M              	U	EXPEND	HOUSING	790690	LB01	02	M	Construction materials for jobs not started by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
125312	CXU790690LB0103M              	U	EXPEND	HOUSING	790690	LB01	03	M	Construction materials for jobs not started by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
125313	CXU790690LB0104M              	U	EXPEND	HOUSING	790690	LB01	04	M	Construction materials for jobs not started by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
125314	CXU790690LB0105M              	U	EXPEND	HOUSING	790690	LB01	05	M	Construction materials for jobs not started by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
125315	CXU790690LB0106M              	U	EXPEND	HOUSING	790690	LB01	06	M	Construction materials for jobs not started by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
125469	CXU790710LB0102M              	U	ADDENDA	CHGASLI	790710	LB01	02	M	Purchase price of property (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
125470	CXU790710LB0103M              	U	ADDENDA	CHGASLI	790710	LB01	03	M	Purchase price of property (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
125471	CXU790710LB0104M              	U	ADDENDA	CHGASLI	790710	LB01	04	M	Purchase price of property (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
125472	CXU790710LB0105M              	U	ADDENDA	CHGASLI	790710	LB01	05	M	Purchase price of property (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
125473	CXU790710LB0106M              	U	ADDENDA	CHGASLI	790710	LB01	06	M	Purchase price of property (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
125627	CXU790730LB0102M              	U	ADDENDA	CHGASLI	790730	LB01	02	M	Closing costs purchase of property (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
125628	CXU790730LB0103M              	U	ADDENDA	CHGASLI	790730	LB01	03	M	Closing costs purchase of property (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
125629	CXU790730LB0104M              	U	ADDENDA	CHGASLI	790730	LB01	04	M	Closing costs purchase of property (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
125630	CXU790730LB0105M              	U	ADDENDA	CHGASLI	790730	LB01	05	M	Closing costs purchase of property (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
125631	CXU790730LB0106M              	U	ADDENDA	CHGASLI	790730	LB01	06	M	Closing costs purchase of property (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
125785	CXU790810LB0102M              	U	ADDENDA	CHGASLI	790810	LB01	02	M	Sale price of property or trade-in amount (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
125786	CXU790810LB0103M              	U	ADDENDA	CHGASLI	790810	LB01	03	M	Sale price of property or trade-in amount (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
125787	CXU790810LB0104M              	U	ADDENDA	CHGASLI	790810	LB01	04	M	Sale price of property or trade-in amount (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
125788	CXU790810LB0105M              	U	ADDENDA	CHGASLI	790810	LB01	05	M	Sale price of property or trade-in amount (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
125789	CXU790810LB0106M              	U	ADDENDA	CHGASLI	790810	LB01	06	M	Sale price of property or trade-in amount (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
125943	CXU790830LB0102M              	U	ADDENDA	CHGASLI	790830	LB01	02	M	Total expenses in sale of property (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
125944	CXU790830LB0103M              	U	ADDENDA	CHGASLI	790830	LB01	03	M	Total expenses in sale of property (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
125945	CXU790830LB0104M              	U	ADDENDA	CHGASLI	790830	LB01	04	M	Total expenses in sale of property (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
125946	CXU790830LB0105M              	U	ADDENDA	CHGASLI	790830	LB01	05	M	Total expenses in sale of property (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
125947	CXU790830LB0106M              	U	ADDENDA	CHGASLI	790830	LB01	06	M	Total expenses in sale of property (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
126101	CXU790910LB0102M              	U	ADDENDA	CHGASLI	790910	LB01	02	M	Special lump sum mortgage payments (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
126102	CXU790910LB0103M              	U	ADDENDA	CHGASLI	790910	LB01	03	M	Special lump sum mortgage payments (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
126103	CXU790910LB0104M              	U	ADDENDA	CHGASLI	790910	LB01	04	M	Special lump sum mortgage payments (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
126104	CXU790910LB0105M              	U	ADDENDA	CHGASLI	790910	LB01	05	M	Special lump sum mortgage payments (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
126105	CXU790910LB0106M              	U	ADDENDA	CHGASLI	790910	LB01	06	M	Special lump sum mortgage payments (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
126259	CXU790920LB0102M              	U	ADDENDA	TITLEOFI	790920	LB01	02	M	Reduction of mortgage principal (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
126260	CXU790920LB0103M              	U	ADDENDA	TITLEOFI	790920	LB01	03	M	Reduction of mortgage principal (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
126261	CXU790920LB0104M              	U	ADDENDA	TITLEOFI	790920	LB01	04	M	Reduction of mortgage principal (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
126262	CXU790920LB0105M              	U	ADDENDA	TITLEOFI	790920	LB01	05	M	Reduction of mortgage principal (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
126263	CXU790920LB0106M              	U	ADDENDA	TITLEOFI	790920	LB01	06	M	Reduction of mortgage principal (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
126417	CXU790930LB0102M              	U	ADDENDA	CHGASLI	790930	LB01	02	M	Original loan amount (mortgage obtained during interview quarter) (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
126418	CXU790930LB0103M              	U	ADDENDA	CHGASLI	790930	LB01	03	M	Original loan amount (mortgage obtained during interview quarter) (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
126419	CXU790930LB0104M              	U	ADDENDA	CHGASLI	790930	LB01	04	M	Original loan amount (mortgage obtained during interview quarter) (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
126420	CXU790930LB0105M              	U	ADDENDA	CHGASLI	790930	LB01	05	M	Original loan amount (mortgage obtained during interview quarter) (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
126421	CXU790930LB0106M              	U	ADDENDA	CHGASLI	790930	LB01	06	M	Original loan amount (mortgage obtained during interview quarter) (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
126575	CXU790940LB0102M              	U	ADDENDA	CHGASLI	790940	LB01	02	M	Reduction mortgage principal, home equity loan (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
126576	CXU790940LB0103M              	U	ADDENDA	CHGASLI	790940	LB01	03	M	Reduction mortgage principal, home equity loan (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
126577	CXU790940LB0104M              	U	ADDENDA	CHGASLI	790940	LB01	04	M	Reduction mortgage principal, home equity loan (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
126578	CXU790940LB0105M              	U	ADDENDA	CHGASLI	790940	LB01	05	M	Reduction mortgage principal, home equity loan (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
126579	CXU790940LB0106M              	U	ADDENDA	CHGASLI	790940	LB01	06	M	Reduction mortgage principal, home equity loan (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
126733	CXU790950LB0102M              	U	ADDENDA	CHGASLI	790950	LB01	02	M	Original loan amount, home equity loan (loan obtained during interview quarter) (other property) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
126734	CXU790950LB0103M              	U	ADDENDA	CHGASLI	790950	LB01	03	M	Original loan amount, home equity loan (loan obtained during interview quarter) (other property) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
126735	CXU790950LB0104M              	U	ADDENDA	CHGASLI	790950	LB01	04	M	Original loan amount, home equity loan (loan obtained during interview quarter) (other property) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
126736	CXU790950LB0105M              	U	ADDENDA	CHGASLI	790950	LB01	05	M	Original loan amount, home equity loan (loan obtained during interview quarter) (other property) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
126737	CXU790950LB0106M              	U	ADDENDA	CHGASLI	790950	LB01	06	M	Original loan amount, home equity loan (loan obtained during interview quarter) (other property) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
126891	CXU800111LB0102M              	U	EXPEND	CASHCONT	800111	LB01	02	M	Alimony expenditures by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
126892	CXU800111LB0103M              	U	EXPEND	CASHCONT	800111	LB01	03	M	Alimony expenditures by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
126893	CXU800111LB0104M              	U	EXPEND	CASHCONT	800111	LB01	04	M	Alimony expenditures by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
126894	CXU800111LB0105M              	U	EXPEND	CASHCONT	800111	LB01	05	M	Alimony expenditures by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
126895	CXU800111LB0106M              	U	EXPEND	CASHCONT	800111	LB01	06	M	Alimony expenditures by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
127049	CXU800121LB0102M              	U	EXPEND	CASHCONT	800121	LB01	02	M	Child support expenditures by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
127050	CXU800121LB0103M              	U	EXPEND	CASHCONT	800121	LB01	03	M	Child support expenditures by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
127051	CXU800121LB0104M              	U	EXPEND	CASHCONT	800121	LB01	04	M	Child support expenditures by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
127052	CXU800121LB0105M              	U	EXPEND	CASHCONT	800121	LB01	05	M	Child support expenditures by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
127053	CXU800121LB0106M              	U	EXPEND	CASHCONT	800121	LB01	06	M	Child support expenditures by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
127207	CXU800700LB0102M              	U	EXPEND	FOODTOTL	800700	LB01	02	M	Meals as pay by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
